,size,isdir,mode,mtime,ctime,atime,exe,file_full,filename,method
line565,56367354,FALSE,666,2/27/2019 13:25,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_565.raw,20190219_565,20190204_PAL_filtrate_DDA.meth
line566,75067038,FALSE,666,2/27/2019 13:45,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_566.raw,20190219_566,20190204_PAL_filtrate_DIA.meth
line567,56333113,FALSE,666,2/27/2019 14:06,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_567.raw,20190219_567,20190204_PAL_filtrate_DDA.meth
line568,81876272,FALSE,666,2/27/2019 15:21,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_568.raw,20190219_568,20190204_PAL_filtrate_DIA.meth
line569,61404716,FALSE,666,2/27/2019 15:41,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_569.raw,20190219_569,20190204_PAL_blank_DDA.meth
line570,76769060,FALSE,666,2/27/2019 16:22,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_570.raw,20190219_570,20190204_PAL_filtrate_DIA.meth
line571,57889359,FALSE,666,2/27/2019 16:42,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_571.raw,20190219_571,20190204_PAL_filtrate_DDA.meth
line572,77577808,FALSE,666,2/27/2019 17:02,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_572.raw,20190219_572,20190204_PAL_filtrate_DIA.meth
line573,57675537,FALSE,666,2/27/2019 17:22,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_573.raw,20190219_573,20190204_PAL_filtrate_DDA.meth
line574,77093352,FALSE,666,2/27/2019 17:43,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_574.raw,20190219_574,20190204_PAL_filtrate_DIA.meth
line575,57216129,FALSE,666,2/27/2019 18:03,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_575.raw,20190219_575,20190204_PAL_filtrate_DDA.meth
line576,76809147,FALSE,666,2/27/2019 18:23,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_576.raw,20190219_576,20190204_PAL_filtrate_DIA.meth
line577,56936338,FALSE,666,2/27/2019 18:43,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_577.raw,20190219_577,20190204_PAL_filtrate_DDA.meth
line578,76134633,FALSE,666,2/27/2019 19:03,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_578.raw,20190219_578,20190204_PAL_filtrate_DIA.meth
line579,57066482,FALSE,666,2/27/2019 19:23,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_579.raw,20190219_579,20190204_PAL_filtrate_DDA.meth
line580,76534913,FALSE,666,2/27/2019 19:43,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_580.raw,20190219_580,20190204_PAL_filtrate_DIA.meth
line581,57242010,FALSE,666,2/27/2019 20:03,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_581.raw,20190219_581,20190204_PAL_filtrate_DDA.meth
line582,76183072,FALSE,666,2/27/2019 20:23,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_582.raw,20190219_582,20190204_PAL_filtrate_DIA.meth
line583,57356312,FALSE,666,2/27/2019 20:44,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_583.raw,20190219_583,20190204_PAL_filtrate_DDA.meth
line584,77076556,FALSE,666,2/27/2019 21:04,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_584.raw,20190219_584,20190204_PAL_filtrate_DIA.meth
line585,58070678,FALSE,666,2/27/2019 21:24,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_585.raw,20190219_585,20190204_PAL_filtrate_DDA.meth
line586,77227328,FALSE,666,2/27/2019 21:44,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_586.raw,20190219_586,20190204_PAL_filtrate_DIA.meth
line587,58497775,FALSE,666,2/27/2019 22:04,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_587.raw,20190219_587,20190204_PAL_filtrate_DDA.meth
line588,78464137,FALSE,666,2/27/2019 22:24,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_588.raw,20190219_588,20190204_PAL_filtrate_DIA.meth
line589,58897576,FALSE,666,2/27/2019 22:44,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_589.raw,20190219_589,20190204_PAL_filtrate_DDA.meth
line590,79069720,FALSE,666,2/27/2019 23:04,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_590.raw,20190219_590,20190204_PAL_filtrate_DIA.meth
line591,59421634,FALSE,666,2/27/2019 23:25,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_591.raw,20190219_591,20190204_PAL_filtrate_DDA.meth
line592,79659539,FALSE,666,2/27/2019 23:45,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_592.raw,20190219_592,20190204_PAL_filtrate_DIA.meth
line593,60078161,FALSE,666,2/28/2019 0:05,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_593.raw,20190219_593,20190204_PAL_filtrate_DDA.meth
line594,81383080,FALSE,666,2/28/2019 0:25,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_594.raw,20190219_594,20190204_PAL_filtrate_DIA.meth
line595,60361823,FALSE,666,2/28/2019 0:45,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_595.raw,20190219_595,20190204_PAL_filtrate_DDA.meth
line596,81979622,FALSE,666,2/28/2019 1:05,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_596.raw,20190219_596,20190204_PAL_filtrate_DIA.meth
line597,60396632,FALSE,666,2/28/2019 1:25,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_597.raw,20190219_597,20190204_PAL_filtrate_DDA.meth
line598,82252831,FALSE,666,2/28/2019 1:45,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_598.raw,20190219_598,20190204_PAL_filtrate_DIA.meth
line599,60320745,FALSE,666,2/28/2019 2:06,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_599.raw,20190219_599,20190204_PAL_filtrate_DDA.meth
line600,83014740,FALSE,666,2/28/2019 2:26,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_600.raw,20190219_600,20190204_PAL_filtrate_DIA.meth
line601,60079001,FALSE,666,2/28/2019 2:46,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_601.raw,20190219_601,20190204_PAL_filtrate_DDA.meth
line602,59408997,FALSE,666,2/28/2019 3:06,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_602.raw,20190219_602,20190204_PAL_blank_DDA.meth
line603,58964834,FALSE,666,2/28/2019 3:26,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_603.raw,20190219_603,20190204_PAL_filtrate_DDA.meth
line604,82656075,FALSE,666,2/28/2019 3:46,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_604.raw,20190219_604,20190204_PAL_filtrate_DIA.meth
line605,59069780,FALSE,666,2/28/2019 4:06,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_605.raw,20190219_605,20190204_PAL_filtrate_DDA.meth
line606,82388839,FALSE,666,2/28/2019 4:26,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_606.raw,20190219_606,20190204_PAL_filtrate_DIA.meth
line607,58421975,FALSE,666,2/28/2019 4:46,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_607.raw,20190219_607,20190204_PAL_filtrate_DDA.meth
line608,81978846,FALSE,666,2/28/2019 5:07,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_608.raw,20190219_608,20190204_PAL_filtrate_DIA.meth
line609,57063914,FALSE,666,2/28/2019 5:27,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_609.raw,20190219_609,20190204_PAL_filtrate_DDA.meth
line610,81247635,FALSE,666,2/28/2019 5:47,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_610.raw,20190219_610,20190204_PAL_filtrate_DIA.meth
line611,56695445,FALSE,666,2/28/2019 6:07,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_611.raw,20190219_611,20190204_PAL_filtrate_DDA.meth
line612,81644256,FALSE,666,2/28/2019 6:27,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_612.raw,20190219_612,20190204_PAL_filtrate_DIA.meth
line613,59786358,FALSE,666,2/28/2019 6:47,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_613.raw,20190219_613,20190204_PAL_filtrate_DDA_IL.meth
line614,80424212,FALSE,666,2/28/2019 7:07,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_614.raw,20190219_614,20190204_PAL_filtrate_DIA.meth
line615,59402887,FALSE,666,2/28/2019 7:27,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_615.raw,20190219_615,20190204_PAL_filtrate_DDA_IL.meth
line616,79210797,FALSE,666,2/28/2019 7:48,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_616.raw,20190219_616,20190204_PAL_filtrate_DIA.meth
line617,59048505,FALSE,666,2/28/2019 8:08,3/18/2019 11:29,3/18/2019 11:29,no,02_03/20190219_617.raw,20190219_617,20190204_PAL_filtrate_DDA_IL.meth
line618,79541636,FALSE,666,2/28/2019 8:28,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_618.raw,20190219_618,20190204_PAL_filtrate_DIA.meth
line619,59154967,FALSE,666,2/28/2019 8:48,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_619.raw,20190219_619,20190204_PAL_filtrate_DDA_IL.meth
line620,79097409,FALSE,666,2/28/2019 9:08,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_620.raw,20190219_620,20190204_PAL_filtrate_DIA.meth
line621,58868221,FALSE,666,2/28/2019 9:28,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_621.raw,20190219_621,20190204_PAL_filtrate_DDA_IL.meth
line622,78515941,FALSE,666,2/28/2019 9:48,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_622.raw,20190219_622,20190204_PAL_filtrate_DIA.meth
line623,59395380,FALSE,666,2/28/2019 10:08,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_623.raw,20190219_623,20190204_PAL_filtrate_DDA_IL.meth
line624,78813331,FALSE,666,2/28/2019 10:28,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_624.raw,20190219_624,20190204_PAL_filtrate_DIA.meth
line625,59591023,FALSE,666,2/28/2019 10:49,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_625.raw,20190219_625,20190204_PAL_filtrate_DDA_IL.meth
line626,79391661,FALSE,666,2/28/2019 11:09,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_626.raw,20190219_626,20190204_PAL_filtrate_DIA.meth
line627,60233889,FALSE,666,2/28/2019 11:29,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_627.raw,20190219_627,20190204_PAL_filtrate_DDA_IL.meth
line628,79414252,FALSE,666,2/28/2019 11:49,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_628.raw,20190219_628,20190204_PAL_filtrate_DIA.meth
line629,59521124,FALSE,666,2/28/2019 12:09,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_629.raw,20190219_629,20190204_PAL_filtrate_DDA_IL.meth
line630,79151556,FALSE,666,2/28/2019 12:29,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_630.raw,20190219_630,20190204_PAL_filtrate_DIA.meth
line631,60294345,FALSE,666,2/28/2019 12:49,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_631.raw,20190219_631,20190204_PAL_filtrate_DDA_IL.meth
line632,79250332,FALSE,666,2/28/2019 13:09,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_632.raw,20190219_632,20190204_PAL_filtrate_DIA.meth
line633,60347081,FALSE,666,2/28/2019 13:30,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_633.raw,20190219_633,20190204_PAL_filtrate_DDA_IL.meth
line634,79787062,FALSE,666,2/28/2019 13:50,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_634.raw,20190219_634,20190204_PAL_filtrate_DIA.meth
line635,60342964,FALSE,666,2/28/2019 14:10,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_635.raw,20190219_635,20190204_PAL_filtrate_DDA_IL.meth
line636,79664654,FALSE,666,2/28/2019 14:30,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_636.raw,20190219_636,20190204_PAL_filtrate_DIA.meth
line637,61373776,FALSE,666,2/28/2019 14:50,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_637.raw,20190219_637,20190204_PAL_filtrate_DDA_IL.meth
line638,79956433,FALSE,666,2/28/2019 15:10,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_638.raw,20190219_638,20190204_PAL_filtrate_DIA.meth
line639,61187952,FALSE,666,2/28/2019 15:30,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_639.raw,20190219_639,20190204_PAL_filtrate_DDA_IL.meth
line640,80988137,FALSE,666,2/28/2019 15:50,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_640.raw,20190219_640,20190204_PAL_filtrate_DIA.meth
line641,84374179,FALSE,666,2/28/2019 16:11,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_641.raw,20190219_641,20190204_PAL_blank_DIA.meth
line642,80472526,FALSE,666,2/28/2019 16:31,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_642.raw,20190219_642,20190204_PAL_filtrate_DIA.meth
line643,61195892,FALSE,666,2/28/2019 16:51,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_643.raw,20190219_643,20190204_PAL_filtrate_DDA_IL.meth
line644,80540827,FALSE,666,2/28/2019 17:11,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_644.raw,20190219_644,20190204_PAL_filtrate_DIA.meth
line645,59988765,FALSE,666,2/28/2019 17:31,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_645.raw,20190219_645,20190204_PAL_filtrate_DDA_IL.meth
line646,78547492,FALSE,666,2/28/2019 17:51,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_646.raw,20190219_646,20190204_PAL_filtrate_DIA.meth
line647,60170210,FALSE,666,2/28/2019 18:11,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_647.raw,20190219_647,20190204_PAL_filtrate_DDA_IL.meth
line648,78738211,FALSE,666,2/28/2019 18:31,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_648.raw,20190219_648,20190204_PAL_filtrate_DIA.meth
line649,60306479,FALSE,666,2/28/2019 18:51,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_649.raw,20190219_649,20190204_PAL_filtrate_DDA_IL.meth
line650,78207607,FALSE,666,2/28/2019 19:12,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_650.raw,20190219_650,20190204_PAL_filtrate_DIA.meth
line651,60323996,FALSE,666,2/28/2019 19:32,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_651.raw,20190219_651,20190204_PAL_filtrate_DDA_IL.meth
line652,77993475,FALSE,666,2/28/2019 19:52,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_652.raw,20190219_652,20190204_PAL_filtrate_DIA.meth
line653,60127321,FALSE,666,2/28/2019 20:12,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_653.raw,20190219_653,20190204_PAL_filtrate_DDA_IL.meth
line654,78039073,FALSE,666,2/28/2019 20:32,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_654.raw,20190219_654,20190204_PAL_filtrate_DIA.meth
line655,60348384,FALSE,666,2/28/2019 20:52,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_655.raw,20190219_655,20190204_PAL_filtrate_DDA_IL.meth
line656,77868559,FALSE,666,2/28/2019 21:12,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_656.raw,20190219_656,20190204_PAL_filtrate_DIA.meth
line657,60392032,FALSE,666,2/28/2019 21:32,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_657.raw,20190219_657,20190204_PAL_filtrate_DDA_IL.meth
line658,78560691,FALSE,666,2/28/2019 21:53,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_658.raw,20190219_658,20190204_PAL_filtrate_DIA.meth
line659,58658442,FALSE,666,2/28/2019 22:13,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_659.raw,20190219_659,20190204_PAL_filtrate_DDA_IL.meth
line660,79423193,FALSE,666,2/28/2019 22:33,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_660.raw,20190219_660,20190204_PAL_filtrate_DIA.meth
line661,61438918,FALSE,666,2/28/2019 22:53,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_661.raw,20190219_661,20190204_PAL_filtrate_DDA_IL.meth
line662,79841202,FALSE,666,2/28/2019 23:13,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_662.raw,20190219_662,20190204_PAL_filtrate_DIA.meth
line663,62157349,FALSE,666,2/28/2019 23:33,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_663.raw,20190219_663,20190204_PAL_filtrate_DDA_IL.meth
line664,78732103,FALSE,666,2/28/2019 23:53,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_664.raw,20190219_664,20190204_PAL_filtrate_DIA.meth
line665,61882379,FALSE,666,3/1/2019 0:13,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_665.raw,20190219_665,20190204_PAL_filtrate_DDA_IL.meth
line666,79719978,FALSE,666,3/1/2019 0:34,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_666.raw,20190219_666,20190204_PAL_filtrate_DIA.meth
line667,62139354,FALSE,666,3/1/2019 0:54,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_667.raw,20190219_667,20190204_PAL_filtrate_DDA_IL.meth
line668,60329154,FALSE,666,3/1/2019 1:15,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_668.raw,20190219_668,20190204_PAL_filtrate_spike_DDA.meth
line669,62389100,FALSE,666,3/1/2019 1:35,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_669.raw,20190219_669,20190204_PAL_filtrate_DDA_IL.meth
line670,80731067,FALSE,666,3/1/2019 1:55,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_670.raw,20190219_670,20190204_PAL_filtrate_DIA.meth
line671,61513190,FALSE,666,3/1/2019 2:15,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_671.raw,20190219_671,20190204_PAL_filtrate_DDA_IL.meth
line672,81577657,FALSE,666,3/1/2019 2:35,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_672.raw,20190219_672,20190204_PAL_filtrate_DIA.meth
line673,62047033,FALSE,666,3/1/2019 2:55,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_673.raw,20190219_673,20190204_PAL_filtrate_DDA_IL.meth
line674,81447483,FALSE,666,3/1/2019 3:15,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_674.raw,20190219_674,20190204_PAL_filtrate_DIA.meth
line675,61475462,FALSE,666,3/1/2019 3:35,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_675.raw,20190219_675,20190204_PAL_filtrate_DDA_IL.meth
line676,81402547,FALSE,666,3/1/2019 3:56,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_676.raw,20190219_676,20190204_PAL_filtrate_DIA.meth
line677,61258245,FALSE,666,3/1/2019 4:16,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_677.raw,20190219_677,20190204_PAL_filtrate_DDA_IL.meth
line678,80431312,FALSE,666,3/1/2019 4:36,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_678.raw,20190219_678,20190204_PAL_filtrate_DIA.meth
line679,61398779,FALSE,666,3/1/2019 4:56,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_679.raw,20190219_679,20190204_PAL_filtrate_DDA_IL.meth
line680,79784965,FALSE,666,3/1/2019 5:16,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_680.raw,20190219_680,20190204_PAL_filtrate_DIA.meth
line681,59135409,FALSE,666,3/1/2019 5:36,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_681.raw,20190219_681,20190204_PAL_filtrate_DDA_IL.meth
line682,78821545,FALSE,666,3/1/2019 5:56,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_682.raw,20190219_682,20190204_PAL_filtrate_DIA.meth
line683,60078734,FALSE,666,3/1/2019 6:16,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_683.raw,20190219_683,20190204_PAL_filtrate_DDA_IL.meth
line684,78102132,FALSE,666,3/1/2019 6:36,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_684.raw,20190219_684,20190204_PAL_filtrate_DIA.meth
line685,60377515,FALSE,666,3/1/2019 6:57,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_685.raw,20190219_685,20190204_PAL_filtrate_DDA_IL.meth
line686,76644866,FALSE,666,3/1/2019 7:17,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_686.raw,20190219_686,20190204_PAL_filtrate_DIA.meth
line687,59222911,FALSE,666,3/1/2019 7:37,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_687.raw,20190219_687,20190204_PAL_filtrate_DDA_IL.meth
line688,76903222,FALSE,666,3/1/2019 7:57,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_688.raw,20190219_688,20190204_PAL_filtrate_DIA.meth
line689,60007738,FALSE,666,3/1/2019 8:17,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_689.raw,20190219_689,20190204_PAL_filtrate_DDA_IL.meth
line690,78655292,FALSE,666,3/1/2019 8:37,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_690.raw,20190219_690,20190204_PAL_filtrate_DIA.meth
line691,60985339,FALSE,666,3/1/2019 8:57,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_691.raw,20190219_691,20190204_PAL_filtrate_DDA_IL.meth
line692,78840622,FALSE,666,3/1/2019 9:17,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_692.raw,20190219_692,20190204_PAL_filtrate_DIA.meth
line693,61014729,FALSE,666,3/1/2019 9:38,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_693.raw,20190219_693,20190204_PAL_filtrate_DDA_IL.meth
line694,83205410,FALSE,666,3/1/2019 9:58,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_694.raw,20190219_694,20190204_PAL_filtrate_DIA.meth
line695,62937866,FALSE,666,3/1/2019 10:18,3/18/2019 11:30,3/18/2019 11:30,no,02_03/20190219_695.raw,20190219_695,20190204_PAL_filtrate_DDA_IL.meth
line696,84860865,FALSE,666,3/1/2019 10:38,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_696.raw,20190219_696,20190204_PAL_filtrate_DIA.meth
line697,63662892,FALSE,666,3/1/2019 10:58,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_697.raw,20190219_697,20190204_PAL_filtrate_DDA_IL.meth
line698,58807225,FALSE,666,3/1/2019 12:24,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_698.raw,20190219_698,20190204_PAL_vial_novalve_DDA.meth
line699,59025881,FALSE,666,3/1/2019 12:45,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_699.raw,20190219_699,20190204_PAL_vial_novalve_DDA.meth
line700,59109574,FALSE,666,3/1/2019 13:05,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_700.raw,20190219_700,20190204_PAL_vial_novalve_DDA.meth
line701,61063409,FALSE,666,3/1/2019 14:18,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_701.raw,20190219_701,20190204_PAL_filtrate_DDA_IL.meth
line702,77447372,FALSE,666,3/1/2019 14:38,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_702.raw,20190219_702,20190204_PAL_blank_DIA.meth
line703,61029031,FALSE,666,3/1/2019 14:59,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_703.raw,20190219_703,20190204_PAL_filtrate_DDA_IL.meth
line704,78696925,FALSE,666,3/1/2019 15:19,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_704.raw,20190219_704,20190204_PAL_filtrate_DIA.meth
line705,59947886,FALSE,666,3/1/2019 15:39,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_705.raw,20190219_705,20190204_PAL_filtrate_DDA_IL.meth
line706,79044418,FALSE,666,3/1/2019 15:59,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_706.raw,20190219_706,20190204_PAL_filtrate_DIA.meth
line707,61092479,FALSE,666,3/1/2019 16:19,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_707.raw,20190219_707,20190204_PAL_filtrate_DDA_IL.meth
line708,78436821,FALSE,666,3/1/2019 16:39,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_708.raw,20190219_708,20190204_PAL_filtrate_DIA.meth
line709,60039654,FALSE,666,3/1/2019 16:59,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_709.raw,20190219_709,20190204_PAL_filtrate_DDA_IL.meth
line710,77977339,FALSE,666,3/1/2019 17:19,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_710.raw,20190219_710,20190204_PAL_filtrate_DIA.meth
line711,59987688,FALSE,666,3/1/2019 17:39,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_711.raw,20190219_711,20190204_PAL_filtrate_DDA_IL.meth
line712,77568620,FALSE,666,3/1/2019 18:00,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_712.raw,20190219_712,20190204_PAL_filtrate_DIA.meth
line713,59706771,FALSE,666,3/1/2019 18:20,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_713.raw,20190219_713,20190204_PAL_filtrate_DDA_IL.meth
line714,76687660,FALSE,666,3/1/2019 18:40,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_714.raw,20190219_714,20190204_PAL_filtrate_DIA.meth
line715,59319217,FALSE,666,3/1/2019 19:00,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_715.raw,20190219_715,20190204_PAL_filtrate_DDA_IL.meth
line716,76077382,FALSE,666,3/1/2019 19:20,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_716.raw,20190219_716,20190204_PAL_filtrate_DIA.meth
line717,59219069,FALSE,666,3/1/2019 19:40,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_717.raw,20190219_717,20190204_PAL_filtrate_DDA_IL.meth
line718,75584646,FALSE,666,3/1/2019 20:00,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_718.raw,20190219_718,20190204_PAL_filtrate_DIA.meth
line719,58323202,FALSE,666,3/1/2019 20:20,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_719.raw,20190219_719,20190204_PAL_filtrate_DDA_IL.meth
line720,76255164,FALSE,666,3/1/2019 20:41,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_720.raw,20190219_720,20190204_PAL_filtrate_DIA.meth
